"﻿""id. Response ID""",Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,Oneway_commute_dist,Long_trip_num,Safety,Refuelling/Recharging costs,Environmental impacts,Reliability,Electric driving range,Convenience of charging,Household_income,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Public charging,Second_vehicle,"Lease (1 lease, 0 other)",Survey_completion
2233,103,BEV,Continued,35,Male,25.99,0,5,5,5,5,2,4,"$300,000 to $349,999",Level 1,,Level 2,29,1,40
2234,84,BEV,Original,75,Female,12.65,0,4,3,2,1,2,2,"$50,000 to $99,999",Level 2,No charging,No charging,24,1,40
2235,238,BEV,Original,55,Male,0.9,0,4,5,5,4,5,5,"$150,000 to $199,999",Level 2,Level 2,No charging,26,0,40
2237,271,BEV,Original,65,Female,20.04,0,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,,,24,0,40
2238,271,BEV,Original,75,Female,22.38,6,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,16,0,40
2239,84,BEV,Original,75,Male,1.4,0,5,5,5,5,4,5,"Less than $50,000",No Charging,,,,0,40
2241,270,BEV,Original,55,Male,19.48,1,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,Level 1 & DC Fast,24,0,40
2242,271,BEV,Original,80,Male,9.95,4,5,5,5,5,2,5,,Level 2,No charging,No charging,29,0,33
2243,111,BEV,Discontinued,75,Female,,0,5,4,5,4,4,2,"$50,000 to $99,999",No Charging,Level 1,Level 1,30,0,40
2246,84,BEV,Original,,,,0,,,,,,,,Level 2,No charging,DC Fast,24,0,1
2249,82,BEV,Continued,45,Decline to state,13.98,0,5,5,5,5,1,4,I prefer not to answer,Level 2,,Level 2,26,1,40
2250,84,BEV,Original,55,Male,26.05,0,5,5,5,5,4,5,"$400,000 to $449,999",Level 2,Level 2,No charging,50,0,40
2253,84,BEV,Original,65,Male,26.94,0,4,4,5,4,4,2,"$100,000 to $149,999",Level 1,Level 2,No charging,24,1,40
2254,87,BEV,Original,65,Female,14.51,0,5,5,5,5,2,4,"$100,000 to $149,999",Level 1,Level 2,No charging,,1,40
2256,84,BEV,Original,55,Male,15.75,1,5,5,5,5,2,4,"$350,000 to $399,999",Level 2,Level 2,No charging,23,0,40
2260,238,BEV,Original,65,Male,1.65,1,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,32,0,40
2262,84,BEV,Original,55,Female,4.05,0,5,5,5,4,3,4,"$150,000 to $199,999",Level 2,No charging,No charging,24,0,40
2263,84,BEV,Continued,75,Female,12.91,0,5,5,5,5,2,5,I prefer not to answer,Level 1,No charging,Level 2,24,0,40
2266,238,BEV,Original,55,Male,12.05,0,3,5,5,5,4,4,"$150,000 to $199,999",No Charging,,,17,1,40
2267,271,BEV,Original,45,Male,,0,,,,,,,,Level 2,Level 2,DC Fast,25,0,17
2268,238,BEV,Original,35,Male,,0,,,,,,,,Level 2,Level 2,No charging,,0,16
2270,271,BEV,Original,65,Female,4.54,2,5,5,5,5,5,5,"$150,000 to $199,999",No Charging,,,,0,40
2274,62,BEV,Original,75,Male,4.97,0,5,5,5,5,5,5,"Less than $50,000",Level 1,,,17,0,40
2276,310,BEV,Original,55,Female,13.7,5,5,5,5,5,4,5,I prefer not to answer,Level 2,No charging,No charging,50,0,40
2282,238,BEV,Original,45,Male,45.12,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,No charging,89,0,40
2285,84,BEV,Original,55,Male,,0,,,,,,,,No Charging,Level 2,Level 2,24,0,18
2286,271,BEV,Original,,,,0,,,,,,,,Level 2,,,24,0,11
2287,271,BEV,Continued,65,Male,14.85,0,4,5,5,4,4,4,I prefer not to answer,Level 2,Level 2,Level 2,112,1,40
2289,310,BEV,Original,55,Male,3.89,2,5,5,5,5,5,4,"$150,000 to $199,999",Level 2,No charging,DC Fast,37,0,40
2293,271,BEV,Original,45,Male,21.7,3,5,5,5,4,4,4,"$350,000 to $399,999",Level 2,No charging,No charging,24,0,40
2296,238,BEV,Original,45,Male,17.34,0,5,5,5,4,4,4,"$200,000 to $249,999",Level 2,No charging,No charging,,1,40
2299,238,BEV,Original,65,Male,20.7,2,5,5,5,5,5,4,"$100,000 to $149,999",Level 2,Level 2,No charging,42,1,40
2300,84,BEV,Original,55,Female,2.33,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
2302,310,BEV,Original,55,Male,13.55,3,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,27,0,40
2305,238,BEV,Original,45,Male,4.48,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,,1,40
2308,310,BEV,Original,25,Male,6.52,4,5,5,5,5,5,2,"Less than $50,000",Level 2,Level 2,No charging,,0,40
2309,84,BEV,Continued,55,Male,11.91,0,5,5,5,5,2,2,"$150,000 to $199,999",Level 2,Level 2,No charging,38,1,40
2310,271,BEV,Original,55,Male,153.8,1,,,,,,,,Level 2,No charging,No charging,24,0,25
2312,271,BEV,Original,55,Female,25,24,5,5,5,5,4,5,"$150,000 to $199,999",Level 2,,,50,0,40
2313,270,BEV,Original,45,Male,47.23,10,5,5,5,5,4,4,"$350,000 to $399,999",Level 1,Level 2,DC Fast,24,0,40
2315,238,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,29,0,1
2318,84,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,31,0,7
2320,111,BEV,Discontinued,65,Male,29.44,0,5,5,5,5,2,4,"$100,000 to $149,999",Level 2,No charging,No charging,18,1,40
2322,84,BEV,Continued,65,Male,14.92,0,4,5,5,5,4,5,"$250,000 to $299,999",Level 2,Level 1,,14,1,40
2323,84,BEV,Continued,55,Male,33.82,0,5,5,3,5,2,2,"$150,000 to $199,999",Level 2,,Level 2 & DC Fast,26,0,40
2324,84,BEV,Continued,65,Female,1.16,0,3,5,5,5,1,4,"$50,000 to $99,999",Level 2,No charging,No charging,29,0,40
2326,238,BEV,Original,45,Male,13.54,2,5,5,5,5,5,4,"$150,000 to $199,999",No Charging,Level 2,Level 2,,0,40
2327,238,BEV,Original,45,Male,42.7,3,5,5,5,5,4,4,"$150,000 to $199,999",Level 1,No charging,Level 2,29,1,40
2328,84,BEV,Original,65,Female,5.06,0,3,5,5,5,1,3,"$50,000 to $99,999",No Charging,,,,0,40
2329,271,BEV,Continued,35,Male,,0,,,,,,,,Level 1,Level 2,No charging,15,0,16
2330,76,BEV,Continued,55,Male,21.74,0,5,5,5,4,1,4,"$150,000 to $199,999",Level 1,,Level 2,24,1,40
2332,271,BEV,Discontinued,35,Female,,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,42,0,40
2333,87,BEV,Continued,75,Female,2.51,0,5,5,5,5,2,5,"$50,000 to $99,999",Level 2,,,24,1,40
2340,84,BEV,Continued,55,Male,45.36,0,5,5,5,5,4,4,"$150,000 to $199,999",Level 2,Level 2,No charging,24,1,40
2342,238,BEV,Original,,,,0,,,,,,,,No Charging,Level 2,No charging,,0,5
2343,238,BEV,Original,35,Male,2.48,2,4,5,5,4,5,3,"$200,000 to $249,999",Level 1,No charging,No charging,25,1,40
2344,249,BEV,Original,45,Male,28.13,4,5,5,5,5,3,5,"$250,000 to $299,999",Level 2,No charging,No charging,30,0,40
2348,238,BEV,Continued,55,Male,,0,4,4,5,5,4,2,"$200,000 to $249,999",No Charging,No charging,No charging,26,0,40
2349,81,BEV,Discontinued,55,Male,23.91,0,3,5,3,5,2,2,"$250,000 to $299,999",Level 2,Level 2,DC Fast,26,1,40
2351,271,BEV,Continued,65,Male,,1,5,5,5,4,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,28,1,40
2355,103,BEV,Continued,45,Female,17.98,0,5,5,5,5,3,5,"$150,000 to $199,999",Level 2,,,24,1,40
2356,84,BEV,Continued,65,Female,33.19,0,5,5,5,4,2,5,"$100,000 to $149,999",Level 2,No charging,No charging,26,1,40
2357,238,BEV,Original,55,Female,5.74,14,5,5,5,5,4,4,I prefer not to answer,Level 2,No charging,No charging,46,1,40
2358,84,BEV,Continued,,Male,22.1,0,4,3,5,4,1,4,I prefer not to answer,Level 1,Level 2,No charging,24,1,40
2360,82,BEV,Original,,,,0,,,,,,,,Level 2,Level 1,,24,1,1
2361,76,BEV,Continued,45,Male,,0,5,5,5,4,2,2,"$100,000 to $149,999",Level 1,,Level 2,,1,40
2363,76,BEV,Original,35,Male,16.91,0,5,5,4,5,3,4,"$100,000 to $149,999",Level 1,Level 1,No charging,27,1,40
2368,249,BEV,Original,65,Male,4.21,5,5,5,5,1,2,4,"$150,000 to $199,999",Level 2,No charging,No charging,23,0,40
2369,84,BEV,Original,65,Male,,0,4,5,5,5,2,4,"$100,000 to $149,999",Level 2,Level 1,No charging,50,0,40
2370,84,BEV,Continued,35,Male,23.11,0,4,4,4,4,4,4,"$200,000 to $249,999",No Charging,,Level 2,27,1,40
2371,271,BEV,Original,35,Female,62.68,2,5,5,5,4,5,4,"$300,000 to $349,999",Level 2,No charging,No charging,24,0,40
2373,238,BEV,Original,35,Male,14.19,6,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,No charging,Level 2,23,1,40
2375,271,BEV,Continued,75,Male,15.11,0,2,5,5,5,4,5,I prefer not to answer,Level 2,No charging,No charging,40,0,40
2378,238,BEV,Original,35,Male,10.89,5,5,5,5,5,5,4,"$500,000 or more",Level 1,No charging,No charging,24,1,40
2380,238,BEV,Continued,75,Male,2.24,0,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
2382,271,BEV,Original,65,Female,3.05,8,5,5,5,5,4,5,"$50,000 to $99,999",Level 2,No charging,DC Fast,,0,40
2383,84,BEV,Original,65,Female,4.07,0,5,5,5,5,4,5,I prefer not to answer,Level 1,No charging,No charging,42,0,40
2384,310,BEV,Original,55,Male,179.72,100,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,DC Fast,13,0,40
2386,111,BEV,Continued,55,Female,41.16,0,5,5,5,1,2,5,"$50,000 to $99,999",Level 2,Level 1,No charging,30,1,40
2388,87,BEV,Continued,55,Female,1.88,0,5,5,5,5,4,4,"$150,000 to $199,999",Level 2,,,31,1,40
2390,271,BEV,Continued,65,Male,13.05,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,DC Fast,46,0,40
2391,310,BEV,Original,,,,0,,,,,,,,Level 1,No charging,No charging,98,0,8
2392,310,BEV,Original,75,Female,11.18,0,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
2393,238,BEV,Original,75,Female,10.97,0,5,5,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,17,0,40
2394,84,BEV,Original,55,Female,2.37,1,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,48,0,40
2397,76,BEV,Continued,45,Male,4.87,0,5,5,5,5,2,4,"$150,000 to $199,999",Level 1,,,24,1,40
2399,238,BEV,Original,45,Female,20.2,0,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,24,0,40
2401,271,BEV,Continued,55,Male,14.12,0,5,5,5,5,5,5,"$400,000 to $449,999",Level 2,,,24,0,40
2402,87,BEV,Discontinued,35,Female,1.58,0,5,5,5,2,1,1,I prefer not to answer,Level 1,No charging,No charging,,1,40
2403,76,BEV,Discontinued,65,Male,40.3,0,3,5,5,2,1,2,"$100,000 to $149,999",No Charging,,,26,0,40
2404,310,BEV,Original,65,Male,,2,5,5,5,4,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,89,0,40
2405,84,BEV,Continued,45,Male,4.8,0,5,5,4,5,2,4,"$200,000 to $249,999",No Charging,,,,0,40
2408,238,BEV,Original,65,Female,1.89,1,5,5,5,5,5,4,"$100,000 to $149,999",Level 2,No charging,No charging,107,0,40
2409,84,BEV,Discontinued,35,Female,,0,4,3,5,2,1,2,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
2410,84,BEV,Original,55,Female,3.92,12,5,5,5,5,2,2,"$200,000 to $249,999",Level 1,No charging,Level 2,24,0,40
2411,84,BEV,Original,55,Male,2.28,0,5,5,5,5,2,4,"$150,000 to $199,999",Level 1,Level 2,No charging,42,0,40
2412,84,BEV,Original,45,Female,7.45,0,3,4,5,3,1,1,"$150,000 to $199,999",Level 1,No charging,Level 2,24,0,40
2413,84,BEV,Original,55,Male,0.97,0,5,5,5,5,2,2,"$100,000 to $149,999",No Charging,,,,0,40
2415,81,BEV,Discontinued,35,Female,,0,5,5,5,5,5,5,"$50,000 to $99,999",No Charging,DC Fast,No charging,16,1,40
2421,295,BEV,Original,45,Male,124.61,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,24,0,40
2423,84,BEV,Original,,Decline to state,11.09,0,5,5,5,5,2,5,I prefer not to answer,Level 2,No charging,No charging,24,1,40
2426,310,BEV,Original,45,Male,66.19,7,5,5,5,5,5,5,I prefer not to answer,Level 2,DC Fast,No charging,,0,40
2430,111,BEV,Original,35,Female,,0,5,5,5,3,2,3,"$150,000 to $199,999",Level 2,Level 2,No charging,,1,40
2431,238,BEV,Original,35,Male,6.18,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
2433,271,BEV,Original,55,Male,21.51,0,5,5,5,4,3,5,"$350,000 to $399,999",Level 2,,Level 2,18,0,40
2434,111,BEV,Continued,65,Male,3.29,0,5,5,5,5,2,5,"$150,000 to $199,999",Level 2,No charging,No charging,24,1,40
2435,84,BEV,Continued,45,Female,12.33,0,5,5,5,5,2,4,"$50,000 to $99,999",Level 2,,Level 2,29,1,40
2438,87,BEV,Discontinued,55,Male,32.08,0,2,5,3,5,4,5,I prefer not to answer,Level 1,Level 1,No charging,23,1,40
2439,271,BEV,Original,65,Male,17.19,2,5,5,5,4,4,5,"$400,000 to $449,999",Level 1,,,28,0,40
2440,249,BEV,Original,45,Male,1.38,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 1,No charging,DC Fast,,0,40
2441,84,BEV,Discontinued,55,Male,14.36,0,5,5,5,5,4,5,"$150,000 to $199,999",No Charging,Level 1,No charging,25,1,40
2442,84,BEV,Original,35,Male,2.17,0,5,5,5,5,2,2,"$50,000 to $99,999",Level 1,No charging,No charging,30,1,40
2443,87,BEV,Discontinued,55,Male,38.04,0,5,5,5,5,2,5,I prefer not to answer,Level 1,Level 2,Level 2,24,1,40
2446,271,BEV,Original,75,Male,,6,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,DC Fast,No charging,34,0,40
2447,271,BEV,Original,55,Male,,0,5,4,5,4,4,4,"$200,000 to $249,999",Level 2,No charging,No charging,18,0,40
2451,238,BEV,Original,75,Male,232.32,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,76,0,40
2453,84,BEV,Original,45,Male,72.89,0,5,5,5,5,4,5,"$200,000 to $249,999",Level 1,Level 1,Level 1,15,0,40
2454,82,BEV,Continued,55,Male,31.64,0,5,5,5,5,4,5,"$350,000 to $399,999",Level 2,Level 1,No charging,42,1,40
2457,84,BEV,Continued,35,Male,25.15,0,3,5,5,4,2,5,"$200,000 to $249,999",Level 1,,Level 2,24,1,40
2459,84,BEV,Discontinued,45,Male,2.36,0,5,5,4,4,1,2,"$200,000 to $249,999",Level 1,No charging,No charging,23,1,40
2460,84,BEV,Discontinued,75,Male,,0,,,,,,,,Level 2,,,23,1,13
2461,238,BEV,Original,75,Male,,0,,,,,,,,Level 2,No charging,No charging,24,0,13
2463,84,BEV,Continued,65,Female,5.21,0,5,5,5,5,2,2,"$250,000 to $299,999",Level 1,Level 1,DC Fast,,1,40
2465,270,BEV,Original,65,Male,8.35,30,5,5,5,5,5,5,"$450,000 to $499,999",Level 2,No charging,DC Fast,24,0,40
2467,270,BEV,Original,55,Male,11.53,2,5,5,5,5,4,5,"$300,000 to $349,999",Level 2,No charging,DC Fast,24,0,40
2469,87,BEV,Original,45,Female,19.87,0,5,5,5,5,4,4,"$250,000 to $299,999",Level 1,Level 2,No charging,24,1,40
2470,87,BEV,Original,55,Female,2.72,0,5,5,5,5,1,2,"$50,000 to $99,999",Level 1,No charging,No charging,,1,40
2473,84,BEV,Original,75,Female,2.27,1,5,5,5,5,2,2,"Less than $50,000",Level 2,No charging,No charging,,1,40
2474,310,BEV,Original,45,Female,62.25,6,5,5,5,5,5,5,I prefer not to answer,Level 1,Level 2,Level 2,18,0,40
2475,238,BEV,Original,45,Male,,0,4,4,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,99,0,40
2476,271,BEV,Original,65,Male,352.93,35,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,DC Fast,,0,40
2477,84,BEV,Original,35,Female,12.2,0,3,4,5,5,1,2,"$50,000 to $99,999",No Charging,Level 1,No charging,24,1,40
2478,238,BEV,Original,65,Male,5.8,4,5,5,5,3,4,4,"$100,000 to $149,999",No Charging,No charging,DC Fast,34,0,40
2479,238,BEV,Original,65,Male,25.69,10,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,Level 1,Level 2,42,1,40
2480,238,BEV,Original,45,Male,9.7,2,3,4,4,4,3,5,"$100,000 to $149,999",Level 2,Level 2,No charging,24,1,40
2483,84,BEV,Discontinued,55,Male,,0,5,5,5,5,1,5,"$150,000 to $199,999",Level 1,Level 2,No charging,24,1,40
2485,238,BEV,Original,65,Female,14.33,0,5,5,5,5,5,5,I prefer not to answer,Level 1,Level 2,No charging,46,1,40
2486,84,BEV,Discontinued,35,Female,,0,3,1,1,3,1,1,"Less than $50,000",Level 1,No charging,DC Fast,46,0,40
2487,84,BEV,Continued,45,Male,7.06,0,2,3,3,4,1,2,"$200,000 to $249,999",Level 1,No charging,Level 2,24,1,40
2491,103,BEV,Continued,45,Female,24.07,0,4,5,5,4,2,5,"$500,000 or more",Level 2,,,82,1,40
2492,82,BEV,Continued,65,Male,12.91,0,5,5,5,5,4,5,"$250,000 to $299,999",Level 2,,,,0,40
2493,271,BEV,Original,55,Male,33.27,3,5,5,5,5,2,5,"$300,000 to $349,999",Level 2,No charging,No charging,,0,40
2494,271,BEV,Original,,Female,7.66,25,5,5,5,5,2,4,,Level 2,No charging,No charging,25,0,32
2495,310,BEV,Original,55,Male,15.38,2,5,5,5,5,4,5,"$200,000 to $249,999",Level 2,No charging,No charging,93,0,40
2496,84,BEV,Continued,55,Male,13.82,0,4,4,5,4,4,4,"$100,000 to $149,999",No Charging,Level 2,Level 2 & DC Fast,29,1,40
2498,238,BEV,Original,55,Female,6.59,2,5,5,5,5,2,2,"$100,000 to $149,999",No Charging,,,36,0,40
2501,238,BEV,Original,55,Male,2.05,20,5,5,5,5,4,4,"$100,000 to $149,999",Level 1,No charging,No charging,46,1,40
2503,84,BEV,Continued,65,Male,6.69,0,5,2,5,5,4,5,I prefer not to answer,Level 2,No charging,No charging,,1,40
2504,82,BEV,Continued,45,Male,20.91,0,4,5,5,5,3,4,"$100,000 to $149,999",Level 1,,Level 2,24,1,40
2509,89,BEV,Original,65,Female,15.39,0,5,5,5,5,2,2,"$100,000 to $149,999",Level 1,Level 2,No charging,31,1,40
2511,87,BEV,Continued,65,Female,16.97,0,2,1,5,4,1,2,"$200,000 to $249,999",Level 1,,DC Fast,,1,40
2513,270,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,38,0,1
2515,84,BEV,Discontinued,,Male,2.1,0,5,5,5,5,1,1,I prefer not to answer,Level 1,Level 1,No charging,27,1,40
2516,84,BEV,Continued,45,Male,19.91,0,5,5,5,5,2,4,"$200,000 to $249,999",Level 2,,,39,1,40
2518,103,BEV,Continued,75,Male,21.27,0,5,5,5,5,4,5,"$200,000 to $249,999",Level 2,,Level 2,50,1,40
2520,245,BEV,Original,55,Male,48.87,0,3,5,5,4,4,4,"$100,000 to $149,999",No Charging,,,,0,40
2521,87,BEV,Continued,55,Male,27.74,0,,,,,,,,Level 1,,Level 2,24,1,24
2522,271,BEV,Original,,,,0,,,,,,,,Level 2,,,17,0,3
2526,271,BEV,Original,75,Male,5.94,2,5,5,5,5,4,5,"$200,000 to $249,999",No Charging,Level 2,DC Fast,50,0,40
2527,84,BEV,Discontinued,65,Male,2.01,0,5,5,5,5,2,4,"$50,000 to $99,999",Level 2,,Level 2 & DC Fast,18,1,40
2528,84,BEV,Continued,75,Male,21.6,0,3,5,5,5,2,5,"$50,000 to $99,999",Level 2,No charging,No charging,30,1,40
2529,270,BEV,Continued,45,Male,0.43,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,124,0,40
2534,271,BEV,Continued,75,Male,11.38,0,5,5,5,5,5,5,"$500,000 or more",Level 2,No charging,DC Fast,98,0,40
2535,84,BEV,Original,80,Male,6.3,0,5,5,5,5,2,5,"$50,000 to $99,999",Level 1,No charging,No charging,50,0,40
2536,87,BEV,Continued,35,Male,3.82,0,5,5,5,5,4,5,"$50,000 to $99,999",Level 1,,,24,1,40
2538,87,BEV,Discontinued,75,Male,8.79,0,4,5,3,5,5,5,"$200,000 to $249,999",Level 1,,,,1,40
2539,111,BEV,Discontinued,55,Female,4.65,0,5,3,5,5,1,1,"$50,000 to $99,999",No Charging,Level 2,No charging,31,1,40
2540,87,BEV,Discontinued,45,Male,3.37,0,5,5,5,5,2,5,"$150,000 to $199,999",Level 2,,Level 2,24,1,40
2541,84,BEV,Continued,,,,0,,,,,,,,Level 1,Level 1,Level 2,31,1,6
2542,238,BEV,Original,35,Male,1.51,0,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,28,1,40
2543,103,BEV,Original,45,Male,,0,5,5,5,5,3,3,"$150,000 to $199,999",Level 2,,,23,0,40
2544,84,BEV,Original,55,Male,35.5,0,5,5,5,5,3,4,"$200,000 to $249,999",Level 2,Level 1,No charging,30,0,40
2547,84,BEV,Original,45,Female,31.63,1,5,5,5,5,4,4,"$200,000 to $249,999",Level 2,Level 2,No charging,23,0,40
2551,84,BEV,Continued,55,Male,,0,5,5,4,5,2,5,"$300,000 to $349,999",Level 2,No charging,No charging,24,1,40
2553,87,BEV,Continued,65,Male,2.32,0,3,3,4,4,1,4,"$150,000 to $199,999",No Charging,Level 2,No charging,24,1,40
2559,84,BEV,Continued,55,Male,3.05,0,5,5,5,5,2,5,"$200,000 to $249,999",Level 1,No charging,DC Fast,23,0,40
2561,271,BEV,Original,55,Male,23.17,3,5,5,5,4,5,5,I prefer not to answer,Level 2,,,24,0,40
2564,76,BEV,Continued,35,Male,1.29,0,3,4,5,5,2,4,"$350,000 to $399,999",No Charging,,Level 2,,1,40
2565,84,BEV,Discontinued,45,Male,,0,5,5,5,5,3,4,"$150,000 to $199,999",Level 1,Level 2,No charging,42,1,40
2566,271,BEV,Original,45,Male,4.01,10,5,5,5,5,5,5,I prefer not to answer,Level 2,,DC Fast,24,0,40
2568,84,BEV,Continued,55,Male,10.77,0,5,5,5,4,2,4,"$150,000 to $199,999",Level 1,Level 2,DC Fast,24,1,40
2569,270,BEV,Original,45,Male,32.28,4,5,5,5,4,4,5,"$250,000 to $299,999",Level 2,Level 2,DC Fast,88,0,40
2570,84,BEV,Continued,45,Male,3.77,0,5,5,5,5,2,2,,Level 2,No charging,Level 2,24,1,29
2571,271,BEV,Continued,45,Male,,0,,,,,,,,Level 2,,,115,0,17
2572,82,BEV,Original,45,Female,14.8,0,5,5,5,5,2,5,"$100,000 to $149,999",Level 1,,Level 2,16,0,40
2574,84,BEV,Original,35,Male,4.35,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 1,No charging,DC Fast,,0,40
2581,84,BEV,Discontinued,55,Male,1.34,0,2,5,5,5,2,4,"$100,000 to $149,999",Level 1,,DC Fast,24,1,40
2582,271,BEV,Continued,45,Male,1.89,0,5,5,4,3,4,5,I prefer not to answer,Level 2,,DC Fast,24,0,40
2583,84,BEV,Original,,,,0,,,,,,,,Level 1,,Level 2 & DC Fast,24,1,1
2584,271,BEV,Original,65,Male,22.18,4,4,5,4,2,4,5,"$250,000 to $299,999",Level 2,No charging,No charging,29,0,40
2589,84,BEV,Continued,45,Male,4.63,0,5,5,5,5,1,2,"$100,000 to $149,999",No Charging,Level 1,No charging,24,1,40
2591,84,BEV,Continued,35,Male,,0,,,,,,,,No Charging,No charging,DC Fast,28,1,16
2594,84,BEV,Continued,45,Male,12.66,0,5,5,5,5,1,2,"$150,000 to $199,999",Level 1,Level 1,Level 2 & DC Fast,,1,40
2595,84,BEV,Continued,55,Male,15.38,0,5,5,5,4,2,5,I prefer not to answer,Level 2,,Level 2 & DC Fast,46,0,40
2597,271,BEV,Continued,35,Male,12.74,0,5,5,5,4,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
2598,84,BEV,Continued,45,Male,,0,,,,,,,,Level 2,,,35,1,23
2602,84,BEV,Continued,65,Male,12.2,0,4,5,5,4,2,3,I prefer not to answer,Level 2,,,24,1,40
2603,84,BEV,Discontinued,35,Female,8.89,0,4,2,2,5,2,2,"$350,000 to $399,999",No Charging,Level 1,DC Fast,50,1,40
2604,84,BEV,Continued,55,Male,14.82,0,5,5,4,4,2,4,"$350,000 to $399,999",Level 1,,Level 2,24,0,40
2605,84,BEV,Continued,45,Female,1.78,0,4,5,5,1,1,1,I prefer not to answer,Level 1,,Level 2 & DC Fast,,1,40
2606,84,BEV,Continued,45,Male,9.15,0,4,3,3,4,1,3,"$150,000 to $199,999",Level 2,Level 2,No charging,34,1,40
2607,87,BEV,Continued,65,Male,12.35,0,4,5,5,5,1,4,"$100,000 to $149,999",No Charging,,Level 2,17,0,40
2608,87,BEV,Continued,45,Male,23.69,0,3,5,5,4,1,5,"$100,000 to $149,999",Level 1,,,24,1,40
2609,271,BEV,Continued,65,Male,8.47,0,5,5,5,5,5,5,I prefer not to answer,Level 2,,,24,0,40
2612,271,BEV,Original,55,Male,,2,5,5,5,5,4,5,"$350,000 to $399,999",Level 2,No charging,No charging,29,0,40
2616,84,BEV,Continued,45,Male,6.69,0,2,4,3,2,2,4,"$100,000 to $149,999",Level 1,,,25,1,40
2618,271,BEV,Original,55,Male,19.07,6,5,5,5,5,5,4,"$200,000 to $249,999",Level 2,No charging,No charging,24,0,40
2620,84,BEV,Original,,,,0,,,,,,,,Level 1,Level 1,No charging,30,1,1
2621,76,BEV,Continued,65,Female,19.94,0,5,5,5,5,1,2,"$200,000 to $249,999",Level 1,,,40,1,40
2622,271,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,14,0,3
2625,271,BEV,Continued,75,Male,,0,5,5,5,4,4,5,"$150,000 to $199,999",No Charging,,,,0,40
2629,84,BEV,Continued,,,,0,,,,,,,,Level 1,Level 1,No charging,14,1,11
2631,84,BEV,Continued,45,Female,33.31,0,4,2,4,3,1,3,"$200,000 to $249,999",Level 1,Level 1,Level 1,50,1,40
2632,81,BEV,Continued,45,Male,10.74,0,5,5,5,5,1,5,"$500,000 or more",No Charging,Level 1,No charging,24,1,40
2634,103,BEV,Continued,65,Male,37.63,0,5,5,3,5,4,5,"$100,000 to $149,999",Level 2,,,116,1,40
2638,84,BEV,Original,65,Male,10.18,0,5,5,5,4,3,5,"$500,000 or more",Level 2,Level 2,Level 2,42,0,40
2639,84,BEV,Original,,,,0,,,,,,,,Level 1,,,24,0,8
2641,87,BEV,Discontinued,45,Female,35.42,0,5,5,5,5,2,4,"$100,000 to $149,999",No Charging,Level 2,No charging,28,1,40
2642,76,BEV,Continued,65,Male,14.4,0,5,5,5,5,2,5,"$350,000 to $399,999",Level 2,,Level 2,93,0,40
2643,84,BEV,Original,45,Male,,0,3,5,4,4,2,3,"$450,000 to $499,999",Level 1,Level 2,No charging,30,0,40
